#Assembly 1	Assembly 2
A01p00020.1_BnaDARv10-PA	CDY61895.1
A10p10770.1_BnaDARv10-PA	CDY14392.1
A10p10780.1_BnaDARv10-PA	CDY14391.1
A10p10800.1_BnaDARv10-PA	CDY14389.1
A10p10830.1_BnaDARv10-PA	CDY14388.1
A10p10840.1_BnaDARv10-PA	CDY14387.1
A10p10850.1_BnaDARv10-PA	CDY14386.1
A10p10860.1_BnaDARv10-PA	CDY14385.1
A10p10920.1_BnaDARv10-PA	CDY35659.1
A10p10930.1_BnaDARv10-PA	CDY14378.1
A10p10940.1_BnaDARv10-PA	CDY14377.1
A10p10950.1_BnaDARv10-PA	CDY14376.1
A10p10960.1_BnaDARv10-PA	CDY35662.1
A10p11010.1_BnaDARv10-PA	CDY14369.1
A10p11020.1_BnaDARv10-PA	CDY14368.1
A10p11030.1_BnaDARv10-PA	CDY14367.1
A10p11040.1_BnaDARv10-PA	CDY14366.1
A10p11070.1_BnaDARv10-PA	CDY14362.1
A10p11080.1_BnaDARv10-PA	CDY14361.1
A10p11090.1_BnaDARv10-PA	CDY14359.1
A10p11110.1_BnaDARv10-PA	CDY14357.1
A10p11120.1_BnaDARv10-PA	CDY14356.1
A10p11130.1_BnaDARv10-PA	CDY14355.1
A10p11150.1_BnaDARv10-PA	CDY14353.1
A10p11190.1_BnaDARv10-PA	CDY14350.1
A10p11210.1_BnaDARv10-PA	CDY14349.1
A10p11220.1_BnaDARv10-PA	CDY14348.1
A10p11230.1_BnaDARv10-PA	CDY14346.1
A10p11240.1_BnaDARv10-PA	CDY14345.1
A10p11250.1_BnaDARv10-PA	CDY14344.1
A10p11260.1_BnaDARv10-PA	CDY46787.1
A10p11270.1_BnaDARv10-PA	CDY14343.1
A10p11280.1_BnaDARv10-PA	CDY14342.1
A10p11290.1_BnaDARv10-PA	CDY14341.1
A10p11330.1_BnaDARv10-PA	CDY14340.1
A10p11360.1_BnaDARv10-PA	CDY14338.1
A10p11370.1_BnaDARv10-PA	CDY14337.1
A10p11380.1_BnaDARv10-PA	CDY14336.1
A10p11390.1_BnaDARv10-PA	CDY14335.1
A10p11400.1_BnaDARv10-PA	CDY46787.1
A10p11420.1_BnaDARv10-PA	CDY14334.1
A10p11430.1_BnaDARv10-PA	CDY14333.1
A10p11440.1_BnaDARv10-PA	CDY14332.1
A10p11450.1_BnaDARv10-PA	CDY14331.1
A10p11460.1_BnaDARv10-PA	CDY14330.1
A10p11470.1_BnaDARv10-PA	CDY14329.1
A10p11480.1_BnaDARv10-PA	CDY14328.1
A10p11500.1_BnaDARv10-PA	CDY14326.1
A10p11510.1_BnaDARv10-PA	CDY14325.1
A10p11530.1_BnaDARv10-PA	CDY14323.1
A10p11540.1_BnaDARv10-PA	CDY14322.1
A10p11570.1_BnaDARv10-PA	CDY14319.1
A10p11590.1_BnaDARv10-PA	CDY63838.1
A10p11610.1_BnaDARv10-PA	CDY63834.1
A10p11630.1_BnaDARv10-PA	CDY63832.1
A10p11650.1_BnaDARv10-PA	CDY42446.1
A10p11660.1_BnaDARv10-PA	CDY42447.1
A10p11680.1_BnaDARv10-PA	CDY42450.1
A10p11690.1_BnaDARv10-PA	CDY42452.1
A10p11700.1_BnaDARv10-PA	CDY42453.1
A10p11710.1_BnaDARv10-PA	CDY42454.1
A10p11720.1_BnaDARv10-PA	CDY42455.1
A10p11740.1_BnaDARv10-PA	CDY42457.1
A10p11750.1_BnaDARv10-PA	CDY42458.1
A10p11760.1_BnaDARv10-PA	CDY42459.1
A10p11770.1_BnaDARv10-PA	CDY42460.1
A10p11780.1_BnaDARv10-PA	CDY42461.1
A10p11800.1_BnaDARv10-PA	CDY24355.1
A10p11820.1_BnaDARv10-PA	CDY42463.1
A10p11830.1_BnaDARv10-PA	CDY42464.1
A10p11850.1_BnaDARv10-PA	CDY42465.1
A10p11860.1_BnaDARv10-PA	CDY42466.1
A10p11890.1_BnaDARv10-PA	CDY42468.1
A10p11900.1_BnaDARv10-PA	CDY42469.1
A10p11910.1_BnaDARv10-PA	CDY42470.1
A10p11920.1_BnaDARv10-PA	CDY42471.1
A10p11930.1_BnaDARv10-PA	CDY42472.1
A10p11960.1_BnaDARv10-PA	CDY68543.1
A10p11970.1_BnaDARv10-PA	CDY42475.1
A10p11980.1_BnaDARv10-PA	CDY47455.1
A10p11990.1_BnaDARv10-PA	CDY42477.1
A10p12010.1_BnaDARv10-PA	CDY47441.1
A10p12020.1_BnaDARv10-PA	CDY34209.1
A10p12030.1_BnaDARv10-PA	CDY42480.1
A10p12040.1_BnaDARv10-PA	CDY42481.1
A10p12090.1_BnaDARv10-PA	CDY17274.1
A10p12100.1_BnaDARv10-PA	CDY17275.1
A10p12150.1_BnaDARv10-PA	CDY19867.1
A10p12190.1_BnaDARv10-PA	CDY17283.1
A10p12200.1_BnaDARv10-PA	CDY17284.1
A10p12210.1_BnaDARv10-PA	CDY17285.1
A10p12220.1_BnaDARv10-PA	CDY17286.1
A10p12240.1_BnaDARv10-PA	CDY17289.1
A10p12250.1_BnaDARv10-PA	CDY17290.1
A10p12270.1_BnaDARv10-PA	CDY17292.1
A10p12280.1_BnaDARv10-PA	CDY17293.1
A10p12290.1_BnaDARv10-PA	CDY17294.1
A10p12300.1_BnaDARv10-PA	CDY17295.1
A10p12350.1_BnaDARv10-PA	CDY17297.1
A10p12370.1_BnaDARv10-PA	CDY17301.1
A10p12380.1_BnaDARv10-PA	CDY17302.1
A10p12390.1_BnaDARv10-PA	CDY17303.1
A10p12400.1_BnaDARv10-PA	CDY17304.1
A10p12410.1_BnaDARv10-PA	CDY17305.1
A10p12420.1_BnaDARv10-PA	CDY17306.1
A10p12430.1_BnaDARv10-PA	CDY17307.1
A10p12440.1_BnaDARv10-PA	CDY19908.1
A10p12450.1_BnaDARv10-PA	CDY19907.1
A10p12470.1_BnaDARv10-PA	CDY17310.1
A10p12480.1_BnaDARv10-PA	CDY17311.1
A10p12490.1_BnaDARv10-PA	CDY17312.1
A10p12500.1_BnaDARv10-PA	CDY17313.1
A10p12520.1_BnaDARv10-PA	CDY17314.1
A10p12530.1_BnaDARv10-PA	CDY17315.1
A10p12540.1_BnaDARv10-PA	CDY17316.1
A10p12570.1_BnaDARv10-PA	CDY17318.1
A10p12590.1_BnaDARv10-PA	CDY17320.1
A10p12600.1_BnaDARv10-PA	CDY17321.1
A10p12610.1_BnaDARv10-PA	CDY17322.1
A10p12620.1_BnaDARv10-PA	CDY17323.1
A10p12630.1_BnaDARv10-PA	CDY17324.1
A10p12640.1_BnaDARv10-PA	CDY17325.1
A10p12660.1_BnaDARv10-PA	CDY69280.1
A10p12670.1_BnaDARv10-PA	CDY17326.1
A10p12690.1_BnaDARv10-PA	CDY17328.1
A10p12700.1_BnaDARv10-PA	CDY17329.1
A10p12710.1_BnaDARv10-PA	CDY17330.1
A10p12720.1_BnaDARv10-PA	CDY17331.1
A10p12740.1_BnaDARv10-PA	CDY17333.1
A10p12750.1_BnaDARv10-PA	CDY17334.1
A10p12760.1_BnaDARv10-PA	CDY17335.1
A10p12780.1_BnaDARv10-PA	CDY17336.1
A10p12800.1_BnaDARv10-PA	CDY17339.1
A10p12840.1_BnaDARv10-PA	CDY17342.1
A10p12850.1_BnaDARv10-PA	CDY17343.1
A10p12860.1_BnaDARv10-PA	CDY17344.1
A10p12910.1_BnaDARv10-PA	CDY17346.1
A10p12920.1_BnaDARv10-PA	CDY17347.1
A10p12930.1_BnaDARv10-PA	CDY17348.1
A10p12950.1_BnaDARv10-PA	CDY17350.1
A10p12970.1_BnaDARv10-PA	CDY17352.1
A10p12990.1_BnaDARv10-PA	CDY17354.1
A10p13000.1_BnaDARv10-PA	CDY17355.1
A10p13010.1_BnaDARv10-PA	CDY17356.1
A10p13020.1_BnaDARv10-PA	CDY17357.1
A10p13040.1_BnaDARv10-PA	CDY17359.1
A10p13080.1_BnaDARv10-PA	CDY28631.1
A10p13090.1_BnaDARv10-PA	CDY17365.1
A10p13100.1_BnaDARv10-PA	CDY17366.1
A10p13110.1_BnaDARv10-PA	CDY17367.1
A10p13120.1_BnaDARv10-PA	CDY17368.1
A10p13130.1_BnaDARv10-PA	CDY17369.1
A10p13140.1_BnaDARv10-PA	CDY17370.1
A10p13160.1_BnaDARv10-PA	CDY17372.1
A10p13170.1_BnaDARv10-PA	CDY17373.1
A10p13190.1_BnaDARv10-PA	CDY17376.1
A10p13200.1_BnaDARv10-PA	CDY17377.1
A10p13210.1_BnaDARv10-PA	CDY17378.1
A10p13220.1_BnaDARv10-PA	CDY17379.1
A10p13230.1_BnaDARv10-PA	CDY17380.1
A10p13240.1_BnaDARv10-PA	CDY69559.1
A10p13260.1_BnaDARv10-PA	CDY70595.1
A10p13270.1_BnaDARv10-PA	CDY17383.1
A10p13300.1_BnaDARv10-PA	CDY34204.1
A10p13320.1_BnaDARv10-PA	CDY29192.1
A10p13330.1_BnaDARv10-PA	CDY17391.1
A10p13340.1_BnaDARv10-PA	CDY17393.1
A10p13350.1_BnaDARv10-PA	CDY17394.1
A10p13360.1_BnaDARv10-PA	CDY17395.1
A10p13370.1_BnaDARv10-PA	CDY17396.1
A10p13400.1_BnaDARv10-PA	CDY17400.1
A10p13420.1_BnaDARv10-PA	CDY32808.1
A10p13430.1_BnaDARv10-PA	CDY32807.1
A10p13440.1_BnaDARv10-PA	CDY32806.1
A10p13460.1_BnaDARv10-PA	CDY32805.1
A10p13470.1_BnaDARv10-PA	CDY32804.1
A10p13490.1_BnaDARv10-PA	CDY32803.1
A10p13510.1_BnaDARv10-PA	CDY32802.1
A10p13530.1_BnaDARv10-PA	CDY32800.1
A10p13540.1_BnaDARv10-PA	CDY49388.1
A10p13550.1_BnaDARv10-PA	CDY32798.1
A10p13600.1_BnaDARv10-PA	CDY68849.1
A10p13640.1_BnaDARv10-PA	CDY32794.1
A10p13680.1_BnaDARv10-PA	CDY32789.1
A10p13710.1_BnaDARv10-PA	CDY32787.1
A10p13720.1_BnaDARv10-PA	CDY32786.1
A10p13730.1_BnaDARv10-PA	CDY32785.1
A10p13740.1_BnaDARv10-PA	CDY32784.1
A10p13770.1_BnaDARv10-PA	CDY32782.1
A10p13810.1_BnaDARv10-PA	CDY32778.1
A10p13830.1_BnaDARv10-PA	CDY32777.1
A10p13840.1_BnaDARv10-PA	CDY32776.1
A10p13850.1_BnaDARv10-PA	CDY32775.1
A10p13890.1_BnaDARv10-PA	CDY32772.1
A10p13900.1_BnaDARv10-PA	CDY32771.1
A10p13910.1_BnaDARv10-PA	CDY32770.1
A10p13930.1_BnaDARv10-PA	CDY64968.1
A10p13960.1_BnaDARv10-PA	CDY64970.1
A10p14010.1_BnaDARv10-PA	CDY32873.1
A10p14020.1_BnaDARv10-PA	CDY32768.1
A10p14030.1_BnaDARv10-PA	CDY21649.1
A10p14040.1_BnaDARv10-PA	CDY32766.1
A10p14050.1_BnaDARv10-PA	CDY32765.1
A10p14060.1_BnaDARv10-PA	CDY32764.1
A10p14070.1_BnaDARv10-PA	CDY32763.1
A10p14080.1_BnaDARv10-PA	CDY32762.1
A10p14090.1_BnaDARv10-PA	CDY32761.1
A10p14100.1_BnaDARv10-PA	CDY32760.1
A10p14110.1_BnaDARv10-PA	CDY32759.1
A10p14130.1_BnaDARv10-PA	CDY32756.1
A10p14140.1_BnaDARv10-PA	CDY32755.1
A10p14150.1_BnaDARv10-PA	CDY32754.1
A10p14160.1_BnaDARv10-PA	CDY32753.1
A10p14180.1_BnaDARv10-PA	CDY32751.1
A10p14260.1_BnaDARv10-PA	CDY50469.1
A10p14270.1_BnaDARv10-PA	CDY50468.1
A10p14290.1_BnaDARv10-PA	CDY50466.1
A10p14330.1_BnaDARv10-PA	CDY38254.1
A10p14350.1_BnaDARv10-PA	CDY38257.1
A10p14360.1_BnaDARv10-PA	CDY38258.1
A10p14370.1_BnaDARv10-PA	CDY38259.1
A10p14380.1_BnaDARv10-PA	CDY38260.1
A10p14400.1_BnaDARv10-PA	CDY38262.1
A10p14420.1_BnaDARv10-PA	CDY38263.1
A10p14430.1_BnaDARv10-PA	CDY38264.1
A10p14440.1_BnaDARv10-PA	CDY38265.1
A10p14450.1_BnaDARv10-PA	CDY38266.1
A10p14480.1_BnaDARv10-PA	CDY38268.1
A10p14490.1_BnaDARv10-PA	CDY38269.1
A10p14510.1_BnaDARv10-PA	CDY38270.1
A10p14520.1_BnaDARv10-PA	CDY38271.1
A10p14550.1_BnaDARv10-PA	CDY38272.1
A10p14560.1_BnaDARv10-PA	CDY52735.1
A10p14570.1_BnaDARv10-PA	CDY38274.1
A10p14580.1_BnaDARv10-PA	CDY38275.1
A10p14590.1_BnaDARv10-PA	CDY38276.1
A10p14620.1_BnaDARv10-PA	CDY38279.1
A10p14640.1_BnaDARv10-PA	CDY38282.1
A10p14690.1_BnaDARv10-PA	CDY38283.1
A10p14700.1_BnaDARv10-PA	CDY38284.1
A10p14710.1_BnaDARv10-PA	CDY38286.1
A10p14720.1_BnaDARv10-PA	CDY38287.1
A10p14730.1_BnaDARv10-PA	CDY38288.1
A10p14740.1_BnaDARv10-PA	CDY38289.1
A10p14760.1_BnaDARv10-PA	CDY38290.1
A10p14800.1_BnaDARv10-PA	CDY38291.1
A10p14840.1_BnaDARv10-PA	CDY38294.1
A10p14850.1_BnaDARv10-PA	CDY38295.1
A10p14860.1_BnaDARv10-PA	CDY38296.1
A10p14870.1_BnaDARv10-PA	CDY38297.1
A10p14880.1_BnaDARv10-PA	CDY38298.1
A10p14890.1_BnaDARv10-PA	CDY38299.1
A10p14900.1_BnaDARv10-PA	CDY38300.1
A10p14910.1_BnaDARv10-PA	CDY38301.1
A10p14930.1_BnaDARv10-PA	CDY25905.1
A10p14940.1_BnaDARv10-PA	CDY67779.1
A10p14960.1_BnaDARv10-PA	CDY67778.1
A10p15000.1_BnaDARv10-PA	CDY49721.1
A10p15010.1_BnaDARv10-PA	CDY49722.1
A10p15020.1_BnaDARv10-PA	CDY49723.1
A10p15050.1_BnaDARv10-PA	CDY49728.1
A10p15060.1_BnaDARv10-PA	CDY49729.1
A10p15080.1_BnaDARv10-PA	CDY49731.1
A10p15100.1_BnaDARv10-PA	CDY51286.1
A10p15120.1_BnaDARv10-PA	CDY51284.1
A10p15140.1_BnaDARv10-PA	CDY51283.1
A10p15150.1_BnaDARv10-PA	CDY71266.1
A10p15160.1_BnaDARv10-PA	CDY51282.1
A10p15170.1_BnaDARv10-PA	CDY51281.1
A10p15180.1_BnaDARv10-PA	CDY51280.1
A10p15190.1_BnaDARv10-PA	CDY51279.1
A10p15200.1_BnaDARv10-PA	CDY51278.1
A10p15210.1_BnaDARv10-PA	CDY51277.1
A10p15240.1_BnaDARv10-PA	CDY51274.1
A10p15250.1_BnaDARv10-PA	CDY51273.1
A10p15260.1_BnaDARv10-PA	CDY51272.1
A10p15270.1_BnaDARv10-PA	CDY51271.1
A10p15290.1_BnaDARv10-PA	CDY51270.1
A10p15310.1_BnaDARv10-PA	CDY51269.1
A10p15320.1_BnaDARv10-PA	CDY69707.1
A10p15350.1_BnaDARv10-PA	CDY54183.1
A10p15410.1_BnaDARv10-PA	CDY54181.1
A10p15440.1_BnaDARv10-PA	CDY54178.1
A10p15460.1_BnaDARv10-PA	CDY54177.1
A10p15470.1_BnaDARv10-PA	CDY54176.1
A10p15480.1_BnaDARv10-PA	CDY54174.1
A10p15500.1_BnaDARv10-PA	CDY52128.1
A10p15510.1_BnaDARv10-PA	CDY52127.1
A10p15520.1_BnaDARv10-PA	CDY52126.1
A10p15530.1_BnaDARv10-PA	CDY52125.1
A10p15540.1_BnaDARv10-PA	CDY52124.1
A10p15560.1_BnaDARv10-PA	CDY52122.1
A10p15570.1_BnaDARv10-PA	CDY52121.1
A10p15590.1_BnaDARv10-PA	CDY52120.1
A10p15600.1_BnaDARv10-PA	CDY52119.1
A10p15610.1_BnaDARv10-PA	CDY69338.1
A10p15620.1_BnaDARv10-PA	CDY69337.1
A10p15630.1_BnaDARv10-PA	CDY52118.1
A10p15650.1_BnaDARv10-PA	CDY52116.1
A10p15680.1_BnaDARv10-PA	CDY52114.1
A10p15690.1_BnaDARv10-PA	CDY72673.1
A10p15710.1_BnaDARv10-PA	CDY67806.1
A10p15720.1_BnaDARv10-PA	CDY32974.1
A10p15730.1_BnaDARv10-PA	CDY32975.1
A10p15760.1_BnaDARv10-PA	CDY32977.1
A10p15780.1_BnaDARv10-PA	CDY32978.1
A10p15790.1_BnaDARv10-PA	CDY32979.1
A10p15800.1_BnaDARv10-PA	CDY32980.1
A10p15810.1_BnaDARv10-PA	CDY32982.1
A10p15820.1_BnaDARv10-PA	CDY32983.1
A10p15830.1_BnaDARv10-PA	CDY32984.1
A10p15840.1_BnaDARv10-PA	CDY57386.1
A10p15860.1_BnaDARv10-PA	CDY32988.1
A10p15870.1_BnaDARv10-PA	CDY70046.1
A10p15880.1_BnaDARv10-PA	CDY70047.1
A10p15890.1_BnaDARv10-PA	CDY32989.1
A10p15920.1_BnaDARv10-PA	CDY32993.1
A10p15930.1_BnaDARv10-PA	CDY32994.1
A10p15940.1_BnaDARv10-PA	CDY32995.1
A10p15950.1_BnaDARv10-PA	CDY32996.1
A10p15990.1_BnaDARv10-PA	CDY32999.1
A10p16000.1_BnaDARv10-PA	CDY33000.1
A10p16010.1_BnaDARv10-PA	CDY17335.1
A10p16020.1_BnaDARv10-PA	CDY68726.1
A10p16040.1_BnaDARv10-PA	CDY62689.1
A10p16050.1_BnaDARv10-PA	CDY62690.1
A10p16070.1_BnaDARv10-PA	CDY62693.1
A10p16080.1_BnaDARv10-PA	CDY62694.1
A10p16090.1_BnaDARv10-PA	CDY62695.1
A10p16100.1_BnaDARv10-PA	CDY62697.1
A10p16110.1_BnaDARv10-PA	CDY62698.1
A10p16120.1_BnaDARv10-PA	CDY43885.1
A10p16130.1_BnaDARv10-PA	CDY43886.1
A10p16150.1_BnaDARv10-PA	CDY55015.1
A10p16160.1_BnaDARv10-PA	CDY55014.1
A10p16170.1_BnaDARv10-PA	CDY55013.1
A10p16180.1_BnaDARv10-PA	CDY55012.1
A10p16220.1_BnaDARv10-PA	CDY55008.1
A10p16230.1_BnaDARv10-PA	CDY55007.1
A10p16240.1_BnaDARv10-PA	CDY55005.1
A10p16260.1_BnaDARv10-PA	CDY33002.1
A10p16300.1_BnaDARv10-PA	CDY33007.1
A10p16310.1_BnaDARv10-PA	CDY33008.1
A10p16320.1_BnaDARv10-PA	CDY33009.1
A10p16350.1_BnaDARv10-PA	CDY33014.1
A10p16360.1_BnaDARv10-PA	CDY33015.1
A10p16370.1_BnaDARv10-PA	CDY33016.1
A10p16390.1_BnaDARv10-PA	CDY33018.1
A10p16430.1_BnaDARv10-PA	CDY33019.1
A10p16440.1_BnaDARv10-PA	CDY33020.1
A10p16450.1_BnaDARv10-PA	CDY33021.1
A10p16480.1_BnaDARv10-PA	CDY33023.1
A10p16520.1_BnaDARv10-PA	CDY33028.1
A10p16550.1_BnaDARv10-PA	CDY33030.1
A10p16560.1_BnaDARv10-PA	CDY33031.1
A10p16570.1_BnaDARv10-PA	CDY33032.1
A10p16580.1_BnaDARv10-PA	CDY21777.1
A10p16590.1_BnaDARv10-PA	CDY33034.1
A10p16600.1_BnaDARv10-PA	CDY33035.1
A10p16620.1_BnaDARv10-PA	CDY33036.1
A10p16630.1_BnaDARv10-PA	CDY33037.1
A10p16640.1_BnaDARv10-PA	CDY33038.1
A10p16650.1_BnaDARv10-PA	CDY33039.1
A10p16670.1_BnaDARv10-PA	CDY33040.1
A10p16680.1_BnaDARv10-PA	CDY33041.1
A10p16700.1_BnaDARv10-PA	CDY33043.1
A10p16710.1_BnaDARv10-PA	CDY33044.1
A10p16720.1_BnaDARv10-PA	CDY33045.1
A10p16760.1_BnaDARv10-PA	CDY33048.1
A10p16800.1_BnaDARv10-PA	CDY33050.1
A10p16850.1_BnaDARv10-PA	CDY49562.1
A10p16860.1_BnaDARv10-PA	CDY49563.1
A10p16910.1_BnaDARv10-PA	CDY49569.1
A10p16920.1_BnaDARv10-PA	CDY49571.1
A10p16940.1_BnaDARv10-PA	CDY49574.1
A10p16950.1_BnaDARv10-PA	CDY49575.1
A10p16970.1_BnaDARv10-PA	CDY49577.1
A10p16980.1_BnaDARv10-PA	CDY49578.1
A10p17010.1_BnaDARv10-PA	CDY49581.1
A10p17060.1_BnaDARv10-PA	CDY66124.1
A10p17080.1_BnaDARv10-PA	CDY31593.1
A10p17100.1_BnaDARv10-PA	CDY31591.1
A10p17110.1_BnaDARv10-PA	CDY31590.1
A10p17120.1_BnaDARv10-PA	CDY31586.1
A10p17140.1_BnaDARv10-PA	CDY31584.1
A10p17160.1_BnaDARv10-PA	CDY31583.1
A10p17180.1_BnaDARv10-PA	CDY68031.1
A10p17190.1_BnaDARv10-PA	CDY68032.1
A10p17200.1_BnaDARv10-PA	CDY31582.1
A10p17210.1_BnaDARv10-PA	CDY31581.1
A10p17220.1_BnaDARv10-PA	CDY31580.1
A10p17230.1_BnaDARv10-PA	CDY31579.1
A10p17240.1_BnaDARv10-PA	CDY31578.1
A10p17250.1_BnaDARv10-PA	CDY31577.1
A10p17260.1_BnaDARv10-PA	CDY30631.1
A10p17270.1_BnaDARv10-PA	CDY31576.1
A10p17310.1_BnaDARv10-PA	CDY31572.1
A10p17340.1_BnaDARv10-PA	CDY72519.1
A10p17350.1_BnaDARv10-PA	CDY31568.1
A10p17390.1_BnaDARv10-PA	CDY31564.1
A10p17420.1_BnaDARv10-PA	CDY31562.1
A10p17430.1_BnaDARv10-PA	CDY31561.1
A10p17440.1_BnaDARv10-PA	CDY31560.1
A10p17490.1_BnaDARv10-PA	CDY31557.1
A10p17520.1_BnaDARv10-PA	CDY31555.1
A10p17530.1_BnaDARv10-PA	CDY31554.1
A10p17550.1_BnaDARv10-PA	CDY31552.1
A10p17560.1_BnaDARv10-PA	CDY31551.1
A10p17590.1_BnaDARv10-PA	CDY31550.1
A10p17610.1_BnaDARv10-PA	CDY10804.1
A10p17620.1_BnaDARv10-PA	CDY61936.1
A10p17640.1_BnaDARv10-PA	CDY31548.1
A10p17650.1_BnaDARv10-PA	CDY31547.1
A10p17660.1_BnaDARv10-PA	CDY31545.1
A10p17670.1_BnaDARv10-PA	CDY31544.1
A10p17680.1_BnaDARv10-PA	CDY31543.1
A10p17690.1_BnaDARv10-PA	CDY31542.1
A10p17700.1_BnaDARv10-PA	CDY31541.1
A10p17710.1_BnaDARv10-PA	CDY31540.1
A10p17720.1_BnaDARv10-PA	CDY31539.1
A10p17730.1_BnaDARv10-PA	CDY31537.1
A10p17740.1_BnaDARv10-PA	CDY31536.1
A10p17760.1_BnaDARv10-PA	CDY31534.1
A10p17770.1_BnaDARv10-PA	CDY31533.1
A10p17780.1_BnaDARv10-PA	CDY31532.1
A10p17790.1_BnaDARv10-PA	CDY31531.1
A10p17800.1_BnaDARv10-PA	CDY31530.1
A10p17810.1_BnaDARv10-PA	CDY31529.1
A10p17820.1_BnaDARv10-PA	CDY31527.1
A10p17830.1_BnaDARv10-PA	CDY31526.1
A10p17840.1_BnaDARv10-PA	CDY31525.1
A10p17850.1_BnaDARv10-PA	CDY31524.1
A10p17880.1_BnaDARv10-PA	CDY31522.1
A10p17890.1_BnaDARv10-PA	CDY31521.1
A10p17910.1_BnaDARv10-PA	CDY11877.1
A10p17920.1_BnaDARv10-PA	CDY65979.1
A10p17930.1_BnaDARv10-PA	CDY31519.1
A10p17940.1_BnaDARv10-PA	CDY31518.1
A10p17970.1_BnaDARv10-PA	CDY50323.1
A10p18010.1_BnaDARv10-PA	CDY50325.1
A10p18020.1_BnaDARv10-PA	CDY50326.1
A10p18040.1_BnaDARv10-PA	CDY70757.1
A10p18050.1_BnaDARv10-PA	CDY50327.1
A10p18060.1_BnaDARv10-PA	CDY50328.1
A10p18080.1_BnaDARv10-PA	CDY50330.1
A10p18090.1_BnaDARv10-PA	CDY50331.1
A10p18100.1_BnaDARv10-PA	CDY50332.1
A10p18110.1_BnaDARv10-PA	CDY50333.1
A10p18120.1_BnaDARv10-PA	CDY50334.1
A10p18130.1_BnaDARv10-PA	CDY31715.1
A10p18140.1_BnaDARv10-PA	CDY69109.1
A10p18150.1_BnaDARv10-PA	CDY26964.1
A10p18160.1_BnaDARv10-PA	CDY26963.1
A10p18170.1_BnaDARv10-PA	CDY26962.1
A10p18180.1_BnaDARv10-PA	CDY26961.1
A10p18190.1_BnaDARv10-PA	CDY26960.1
A10p18220.1_BnaDARv10-PA	CDY26956.1
A10p18250.1_BnaDARv10-PA	CDY26951.1
A10p18290.1_BnaDARv10-PA	CDY26946.1
A10p18300.1_BnaDARv10-PA	CDY26944.1
A10p18320.1_BnaDARv10-PA	CDY26937.1
A10p18330.1_BnaDARv10-PA	CDY26934.1
A10p18340.1_BnaDARv10-PA	CDY26933.1
A10p18380.1_BnaDARv10-PA	CDY26930.1
A10p18420.1_BnaDARv10-PA	CDY69256.1
A10p18480.1_BnaDARv10-PA	CDY09132.1
A10p18490.1_BnaDARv10-PA	CDY35680.1
A10p18680.1_BnaDARv10-PA	CDY65547.1
A10p18690.1_BnaDARv10-PA	CDY65546.1
A10p18700.1_BnaDARv10-PA	CDY65546.1
A10p18720.1_BnaDARv10-PA	CDY16615.1
A10p18740.1_BnaDARv10-PA	CDY16612.1
A10p18750.1_BnaDARv10-PA	CDY16611.1
A10p18810.1_BnaDARv10-PA	CDY16603.1
A10p18840.1_BnaDARv10-PA	CDY16601.1
A10p18850.1_BnaDARv10-PA	CDY16600.1
A10p18880.1_BnaDARv10-PA	CDY16598.1
A10p18940.1_BnaDARv10-PA	CDY59516.1
A10p18950.1_BnaDARv10-PA	CDY59517.1
A10p18990.1_BnaDARv10-PA	CDY16593.1
A10p19010.1_BnaDARv10-PA	CDY16591.1
A10p19070.1_BnaDARv10-PA	CDY16582.1
A10p19080.1_BnaDARv10-PA	CDY16581.1
A10p19140.1_BnaDARv10-PA	CDY72153.1
A10p19170.1_BnaDARv10-PA	CDY16573.1
A10p19180.1_BnaDARv10-PA	CDY16572.1
A10p19190.1_BnaDARv10-PA	CDY69427.1
A10p19240.1_BnaDARv10-PA	CDY16569.1
A10p19250.1_BnaDARv10-PA	CDY16567.1
A10p19260.1_BnaDARv10-PA	CDY16564.1
A10p19300.1_BnaDARv10-PA	CDY16559.1
A10p19350.1_BnaDARv10-PA	CDY16555.1
A10p19390.1_BnaDARv10-PA	CDY16549.1
A10p19430.1_BnaDARv10-PA	CDY16545.1
A10p19490.1_BnaDARv10-PA	CDY70146.1
A10p19510.1_BnaDARv10-PA	CDY16539.1
A10p19550.1_BnaDARv10-PA	CDY56857.1
A10p19560.1_BnaDARv10-PA	CDY56859.1
A10p19580.1_BnaDARv10-PA	CDY56860.1
A10p19600.1_BnaDARv10-PA	CDY56864.1
A10p19610.1_BnaDARv10-PA	CDY35807.1
A10p19620.1_BnaDARv10-PA	CDY35811.1
A10p19640.1_BnaDARv10-PA	CDY35813.1
A10p19650.1_BnaDARv10-PA	CDY35814.1
A10p19670.1_BnaDARv10-PA	CDY35816.1
A10p19680.1_BnaDARv10-PA	CDY35818.1
A10p19690.1_BnaDARv10-PA	CDY35819.1
A10p19710.1_BnaDARv10-PA	CDY35824.1
A10p19750.1_BnaDARv10-PA	CDY35832.1
A10p19770.1_BnaDARv10-PA	CDY35835.1
A10p19780.1_BnaDARv10-PA	CDY35836.1
A10p19800.1_BnaDARv10-PA	CDY35838.1
A10p19830.1_BnaDARv10-PA	CDY35842.1
A10p19840.1_BnaDARv10-PA	CDY35844.1
A10p19850.1_BnaDARv10-PA	CDY68097.1
A10p19870.1_BnaDARv10-PA	CDY68096.1
A10p19890.1_BnaDARv10-PA	CDY35851.1
