#Query (assembly 1) 	 Query (assembly 2)	 Gene name (assembly 2)	UniProt ID (assembly 2)	EC number (assembly 2)
A01p00020.1_BnaDARv10-PA	CDY61895.1	BnaAnng17970D	A0A078JBT0	
A09p17870.1_BnaDARv10-PA	CDY45152.1	BnaA09g14400D	A0A078I535	
A09p17880.1_BnaDARv10-PA	CDY45151.1	BnaA09g14410D	A0A078I5H4	3.1.3.16
A09p17900.1_BnaDARv10-PA	CDY30903.1	BnaC09g15030D	A0A078H226	
A09p17940.1_BnaDARv10-PA	CDY45142.1	BnaA09g14500D	A0A078I529	
A09p17950.1_BnaDARv10-PA	CDY30898.1	BnaC09g15080D	A0A078H221	2.5.1.18
A09p17970.1_BnaDARv10-PA	CDY45139.1	BnaA09g14530D	A0A078I6V0	
A09p18030.1_BnaDARv10-PA	CDY65655.1	BnaAnng20900D	A0A078JGL7	
A09p18080.1_BnaDARv10-PA	CDY67829.1	BnaAnng25320D	A0A078JM02	
A09p18150.1_BnaDARv10-PA	CDY67239.1	BnaAnng23880D	A0A078JKB8	
A09p18180.1_BnaDARv10-PA	CDY65555.1	BnaAnng20640D	A0A078JGC3	
A09p18240.1_BnaDARv10-PA	CDY48851.1	BnaA09g14620D	A0A078IFQ5	
A09p18250.1_BnaDARv10-PA	CDY48849.1	BnaA09g14640D	A0A078IHH2	
A09p18260.1_BnaDARv10-PA	CDY48848.1	BnaA09g14650D	A0A078IIA7	1.14.14.17
A09p18270.1_BnaDARv10-PA	CDY48847.1	BnaA09g14660D	A0A078IFR7	
A09p18300.1_BnaDARv10-PA	CDY48845.1	BnaA09g14680D	A0A078ID65	
A09p18310.1_BnaDARv10-PA	CDY48844.1	BnaA09g14690D	A0A078IHF5	
A09p18320.1_BnaDARv10-PA	CDY48843.1	BnaA09g14700D	A0A078IIA1	
A09p18330.1_BnaDARv10-PA	CDY48842.1	BnaA09g14710D	A0A078IFR1	
A09p18340.1_BnaDARv10-PA	CDY48841.1	BnaA09g14720D	A0A078IFP4	
A09p18350.1_BnaDARv10-PA	CDY48840.1	BnaA09g14730D	A0A078ID61	
A09p18360.1_BnaDARv10-PA	CDY39892.1	BnaA09g14740D	A0A078HPX5	
A09p18370.1_BnaDARv10-PA	CDY39893.1	BnaA09g14750D	A0A078HT06	3.2.1.147
A09p18380.1_BnaDARv10-PA	CDY39894.1	BnaA09g14760D	A0A078HRI0	
A09p18390.1_BnaDARv10-PA	CDY29143.1	BnaC09g15400D	A0A078GX13	
A09p18420.1_BnaDARv10-PA	CDY39900.1	BnaA09g14820D	A0A078HMZ6	1.2.1.70
A09p18430.1_BnaDARv10-PA	CDY39901.1	BnaA09g14830D	A0A078HQI3	
A09p18440.1_BnaDARv10-PA	CDY39902.1	BnaA09g14840D	A0A078HPY5	2.8.2.-
A09p18450.1_BnaDARv10-PA	CDY39903.1	BnaA09g14850D	A0A078HT12	
A09p18480.1_BnaDARv10-PA	CDY39907.1	BnaA09g14890D	A0A078HPZ3	
A09p18490.1_BnaDARv10-PA	CDY39908.1	BnaA09g14900D	A0A078HT16	2.8.2.-
A09p18510.1_BnaDARv10-PA	CDY39910.1	BnaA09g14920D	A0A078HN06	
A09p18530.1_BnaDARv10-PA	CDY39912.1	BnaA09g14940D	A0A078HPZ8	
A09p18550.1_BnaDARv10-PA	CDY39913.1	BnaA09g14950D	A0A078HT20	
A09p18560.1_BnaDARv10-PA	CDY39914.1	BnaA09g14960D	A0A078HRL4	
A09p18570.1_BnaDARv10-PA	CDY39915.1	BnaA09g14970D	A0A078HN11	2.4.2.17
A09p18590.1_BnaDARv10-PA	CDY39916.1	BnaA09g14980D	A0A078HQK0	
A09p18610.1_BnaDARv10-PA	CDY39917.1	BnaA09g14990D	A0A078HQ03	3.6.4.13
A09p18650.1_BnaDARv10-PA	CDY39920.1	BnaA09g15020D	A0A078HN16	
A09p18660.1_BnaDARv10-PA	CDY39921.1	BnaA09g15030D	A0A078HQK6	
A09p18680.1_BnaDARv10-PA	CDY39924.1	BnaA09g15060D	A0A078HRM5	
A09p18700.1_BnaDARv10-PA	CDY39926.1	BnaA09g15080D	A0A078HQL1	
A09p18710.1_BnaDARv10-PA	CDY39927.1	BnaA09g15090D	A0A078HQ15	
A09p18720.1_BnaDARv10-PA	CDY39928.1	BnaA09g15100D	A0A078HT34	
A09p18760.1_BnaDARv10-PA	CDY39931.1	BnaA09g15130D	A0A078HQL7	
A09p18770.1_BnaDARv10-PA	CDY39932.1	BnaA09g15140D	A0A078HQ21	
A09p18790.1_BnaDARv10-PA	CDY39934.1	BnaA09g15160D	A0A078HRN5	
A09p18820.1_BnaDARv10-PA	CDY39936.1	BnaA09g15180D	A0A078HQM2	
A09p18850.1_BnaDARv10-PA	CDY39938.1	BnaA09g15200D	A0A078HT47	
A09p18870.1_BnaDARv10-PA	CDY39939.1	BnaA09g15210D	A0A078HRP1	
A09p18880.1_BnaDARv10-PA	CDY71498.1	BnaAnng37700D	A0A078JVA0	
A09p18900.1_BnaDARv10-PA	CDY67020.1	BnaCnng53180D	A0A078JKR0	
A09p18910.1_BnaDARv10-PA	CDY66239.1	BnaCnng50120D	A0A078JHT4	
A09p18920.1_BnaDARv10-PA	CDY41695.1	BnaA09g15230D	A0A078HT32	
A09p18930.1_BnaDARv10-PA	CDY41696.1	BnaA09g15240D	A0A078HVF7	
A09p18940.1_BnaDARv10-PA	CDY41697.1	BnaA09g15250D	A0A078HV42	
A09p18950.1_BnaDARv10-PA	CDY41698.1	BnaA09g15260D	A0A078HY85	
A09p19000.1_BnaDARv10-PA	CDY41702.1	BnaA09g15300D	A0A078HV47	
A09p19010.1_BnaDARv10-PA	CDY41703.1	BnaA09g15310D	A0A078HY90	
A09p19020.1_BnaDARv10-PA	CDY41704.1	BnaA09g15320D	A0A078HWC4	
A09p19030.1_BnaDARv10-PA	CDY41705.1	BnaA09g15330D	A0A078HT38	
A09p19040.1_BnaDARv10-PA	CDY41706.1	BnaA09g15340D	A0A078HVG4	
A09p19070.1_BnaDARv10-PA	CDY41710.1	BnaA09g15380D	A0A078HT41	
A09p19080.1_BnaDARv10-PA	CDY41711.1	BnaA09g15390D	A0A078HVG8	
A09p19100.1_BnaDARv10-PA	CDY41714.1	BnaA09g15420D	A0A078HWD6	
A09p19110.1_BnaDARv10-PA	CDY41716.1	BnaA09g15440D	A0A078HVH2	
A09p19130.1_BnaDARv10-PA	CDY41717.1	BnaA09g15450D	A0A078HV64	
A09p19140.1_BnaDARv10-PA	CDY41718.1	BnaA09g15460D	A0A078HYA4	
A09p19160.1_BnaDARv10-PA	CDY41720.1	BnaA09g15480D	A0A078HT50	
A09p19180.1_BnaDARv10-PA	CDY41723.1	BnaA09g15510D	A0A078HYB0	
A09p19190.1_BnaDARv10-PA	CDY41724.1	BnaA09g15520D	A0A078HWE6	
A09p19200.1_BnaDARv10-PA	CDY41725.1	BnaA09g15530D	A0A078HT54	
A09p19210.1_BnaDARv10-PA	CDY41726.1	BnaA09g15540D	A0A078HVH9	
A09p19240.1_BnaDARv10-PA	CDY41729.1	BnaA09g15570D	A0A078HWF3	
A09p19260.1_BnaDARv10-PA	CDY18428.1	BnaA04g21590D	A0A078G1C6	
A09p19270.1_BnaDARv10-PA	CDY41730.1	BnaA09g15580D	A0A078HT57	
A09p19280.1_BnaDARv10-PA	CDY41731.1	BnaA09g15590D	A0A078HVI4	
A09p19290.1_BnaDARv10-PA	CDY41732.1	BnaA09g15600D	A0A078HV77	
A09p19300.1_BnaDARv10-PA	CDY41733.1	BnaA09g15610D	A0A078HYC1	
A09p19310.1_BnaDARv10-PA	CDY41734.1	BnaA09g15620D	A0A078HWF9	
A09p19320.1_BnaDARv10-PA	CDY41735.1	BnaA09g15630D	A0A078HT62	
A09p19330.1_BnaDARv10-PA	CDY41736.1	BnaA09g15640D	A0A078HVI9	
A09p19350.1_BnaDARv10-PA	CDY41737.1	BnaA09g15650D	A0A078HV82	
A09p19410.1_BnaDARv10-PA	CDY42346.1	BnaA09g15810D	A0A078HX67	2.8.2.-
A09p19420.1_BnaDARv10-PA	CDY42347.1	BnaA09g15820D	A0A078HWZ8	
A09p19430.1_BnaDARv10-PA	CDY67159.1	BnaAnng23710D	A0A078E790	
A09p19440.1_BnaDARv10-PA	CDY67158.1	BnaAnng23700D	A0A078JHT5	
A09p19450.1_BnaDARv10-PA	CDY68798.1	BnaAnng28420D	A0A078JMT4	
A09p19470.1_BnaDARv10-PA	CDY42348.1	BnaA09g15830D	A0A078HZY5	
A09p19480.1_BnaDARv10-PA	CDY42350.1	BnaA09g15850D	A0A078HV10	
A09p19500.1_BnaDARv10-PA	CDY42351.1	BnaA09g15860D	A0A078HX72	
A09p19510.1_BnaDARv10-PA	CDY42352.1	BnaA09g15870D	A0A078HX01	
A09p19520.1_BnaDARv10-PA	CDY42353.1	BnaA09g15880D	A0A078HZY8	3.1.13.-
A09p19530.1_BnaDARv10-PA	CDY42354.1	BnaA09g15890D	A0A078HYD0	
A09p19540.1_BnaDARv10-PA	CDY42355.1	BnaA09g15900D	A0A078HV16	
A09p19580.1_BnaDARv10-PA	CDY42359.1	BnaA09g15940D	A0A078HYD3	
A09p19600.1_BnaDARv10-PA	CDY68037.1	BnaA09g53450D	A0A078JRI1	2.3.2.27
A09p19610.1_BnaDARv10-PA	CDY68038.1	BnaA09g53460D	A0A078JKI0	
A09p19640.1_BnaDARv10-PA	CDY70538.1	BnaA09g53350D	A0A078JSE3	
A09p19650.1_BnaDARv10-PA	CDY69441.1	BnaA09g53510D	A0A078JV28	
A09p19660.1_BnaDARv10-PA	CDY52296.1	BnaA09g16080D	A0A078IQX2	
A09p19670.1_BnaDARv10-PA	CDY52297.1	BnaA09g16090D	A0A078IQT1	
A09p19690.1_BnaDARv10-PA	CDY52298.1	BnaA09g16100D	A0A078ITA9	
A09p19740.1_BnaDARv10-PA	CDY52302.1	BnaA09g16140D	A0A078IQT5	
A09p19750.1_BnaDARv10-PA	CDY52303.1	BnaA09g16150D	A0A078ITB2	
A09p19760.1_BnaDARv10-PA	CDY52304.1	BnaA09g16160D	A0A078IS65	
A09p19780.1_BnaDARv10-PA	CDY52306.1	BnaA09g16180D	A0A078IQY1	
A09p19810.1_BnaDARv10-PA	CDY52072.1	BnaA09g53440D	A0A078IQA4	
A09p19820.1_BnaDARv10-PA	CDY52071.1	BnaA09g53430D	A0A078IQ64	
A09p19830.1_BnaDARv10-PA	CDY52070.1	BnaA09g53420D	A0A078ILY6	
A09p19870.1_BnaDARv10-PA	CDY52067.1	BnaA09g53390D	A0A078IQ99	
A09p19890.1_BnaDARv10-PA	CDY52064.1	BnaA09g53360D	A0A078IRK9	
A09p19950.1_BnaDARv10-PA	CDY52369.1	BnaA09g15680D	A0A078ISE3	
A09p19980.1_BnaDARv10-PA	CDY52371.1	BnaA09g15700D	A0A078IR54	
A09p19990.1_BnaDARv10-PA	CDY52372.1	BnaA09g15710D	A0A078IQZ2	
A09p20000.1_BnaDARv10-PA	CDY52373.1	BnaA09g15720D	A0A078ITI5	2.7.1.158
A09p20010.1_BnaDARv10-PA	CDY52374.1	BnaA09g15730D	A0A078ISE9	
A09p20020.1_BnaDARv10-PA	CDY52375.1	BnaA09g15740D	A0A078IMR8	
A09p20030.1_BnaDARv10-PA	CDY52376.1	BnaA09g15750D	A0A078IR59	3.1.3.4
A09p20040.1_BnaDARv10-PA	CDY52377.1	BnaA09g15760D	A0A078IQZ6	
A09p20070.1_BnaDARv10-PA	CDY52380.1	BnaA09g15790D	A0A078E3L6	
A09p20080.1_BnaDARv10-PA	CDY72174.1	BnaAnng40190D	A0A078JZP7	
A09p20100.1_BnaDARv10-PA	CDY32973.1	BnaA09g16200D	A0A078H7U5	2.3.2.27
A09p20110.1_BnaDARv10-PA	CDY32972.1	BnaA09g16210D	A0A078H6C5	
A09p20140.1_BnaDARv10-PA	CDY32970.1	BnaA09g16230D	A0A078H2Z2	
A09p20150.1_BnaDARv10-PA	CDY32969.1	BnaA09g16240D	A0A078H642	
A09p20160.1_BnaDARv10-PA	CDY32968.1	BnaA09g16250D	A0A078H7U2	
A09p20180.1_BnaDARv10-PA	CDY32966.1	BnaA09g16270D	A0A078H512	
A09p20190.1_BnaDARv10-PA	CDY32965.1	BnaA09g16280D	A0A078H2Y7	
A09p20200.1_BnaDARv10-PA	CDY32964.1	BnaA09g16290D	A0A078H637	
A09p20210.1_BnaDARv10-PA	CDY32963.1	BnaA09g16300D	A0A078H7T7	
A09p20220.1_BnaDARv10-PA	CDY32962.1	BnaA09g16310D	A0A078H696	
A09p20240.1_BnaDARv10-PA	CDY32959.1	BnaA09g16340D	A0A078H634	
A09p20250.1_BnaDARv10-PA	CDY32958.1	BnaA09g16350D	A0A078H7T1	
A09p20260.1_BnaDARv10-PA	CDY32957.1	BnaA09g16360D	A0A078H692	
A09p20270.1_BnaDARv10-PA	CDY32956.1	BnaA09g16370D	A0A078H501	
A09p20290.1_BnaDARv10-PA	CDY72633.1	BnaAnng41770D	A0A078JY73	
A09p20300.1_BnaDARv10-PA	CDY32955.1	BnaA09g16380D	A0A078H2X8	3.1.4.46
A09p20310.1_BnaDARv10-PA	CDY32954.1	BnaA09g16390D	A0A078H632	
A09p20320.1_BnaDARv10-PA	CDY72058.1	BnaAnng39750D	A0A078JWL6	
A09p20330.1_BnaDARv10-PA	CDY32953.1	BnaA09g16400D	A0A078H7S5	1.1.1.37
A09p20380.1_BnaDARv10-PA	CDY71890.1	BnaAnng39190D	A0A078JZU5	
A09p20400.1_BnaDARv10-PA	CDY32946.1	BnaA09g16470D	A0A078H4Z1	
A09p20460.1_BnaDARv10-PA	CDY32941.1	BnaA09g16520D	A0A078H4Y5	
A09p20470.1_BnaDARv10-PA	CDY32940.1	BnaA09g16530D	A0A078H2W5	
A09p20490.1_BnaDARv10-PA	CDY32939.1	BnaA09g16540D	A0A078H621	
A09p20510.1_BnaDARv10-PA	CDY32938.1	BnaA09g16550D	A0A078H7R3	
A09p20520.1_BnaDARv10-PA	CDY32937.1	BnaA09g16560D	A0A078H671	
A09p20530.1_BnaDARv10-PA	CDY32935.1	BnaA09g16580D	A0A078H2V6	
A09p20550.1_BnaDARv10-PA	CDY32934.1	BnaA09g16590D	A0A078H617	
A09p20570.1_BnaDARv10-PA	CDY32931.1	BnaA09g16620D	A0A078H4X4	
A09p20580.1_BnaDARv10-PA	CDY32930.1	BnaA09g16630D	A0A078H2V1	1.13.11.53; 1.13.11.54
A09p20590.1_BnaDARv10-PA	CDY32929.1	BnaA09g16640D	A0A078H612	3.1.1.14
A09p20600.1_BnaDARv10-PA	CDY32928.1	BnaA09g16650D	A0A078H7Q3	
A09p20610.1_BnaDARv10-PA	CDY32927.1	BnaA09g16660D	A0A078H660	
A09p20630.1_BnaDARv10-PA	CDY32926.1	BnaA09g16670D	A0A078H4X0	
A09p20650.1_BnaDARv10-PA	CDY32923.1	BnaA09g16700D	A0A078H7Q0	
A09p20670.1_BnaDARv10-PA	CDY66872.1	BnaAnng23140D	A0A078JNE1	
A09p20680.1_BnaDARv10-PA	CDY13141.1	BnaA09g16760D	A0A078FIZ7	
A09p20690.1_BnaDARv10-PA	CDY13140.1	BnaA09g16770D	A0A078FFI1	
A09p20710.1_BnaDARv10-PA	CDY13136.1	BnaA09g16810D	A0A078FIZ0	1.1.1.284
A09p20720.1_BnaDARv10-PA	CDY13135.1	BnaA09g16820D	A0A078FFI0	
A09p20730.1_BnaDARv10-PA	CDY13134.1	BnaA09g16830D	A0A078FJH8	
A09p20750.1_BnaDARv10-PA	CDY13133.1	BnaA09g16840D	A0A078FLM1	
A09p20790.1_BnaDARv10-PA	CDY13130.1	BnaA09g16870D	A0A078FFH6	2.3.2.15
A09p20810.1_BnaDARv10-PA	CDY13128.1	BnaA09g16890D	A0A078FLL8	2.3.2.15
A09p20820.1_BnaDARv10-PA	CDY13127.1	BnaA09g16900D	A0A078FJH0	
A09p20830.1_BnaDARv10-PA	CDY13126.1	BnaA09g16910D	A0A078FIX1	
A09p20840.1_BnaDARv10-PA	CDY13125.1	BnaA09g16920D	A0A078FFH2	
A09p20870.1_BnaDARv10-PA	CDY48162.1	BnaA06g16710D	A0A078DC44	
A09p20880.1_BnaDARv10-PA	CDY13124.1	BnaA09g16930D	A0A078FJG9	
A09p20920.1_BnaDARv10-PA	CDY13122.1	BnaA09g16950D	A0A078FJG6	
A09p20930.1_BnaDARv10-PA	CDY13120.1	BnaA09g16970D	A0A078FFG8	
A09p20940.1_BnaDARv10-PA	CDY13119.1	BnaA09g16980D	A0A078FJG2	
A09p20950.1_BnaDARv10-PA	CDY13118.1	BnaA09g16990D	A0A078FLL2	
A09p20960.1_BnaDARv10-PA	CDY13117.1	BnaA09g17000D	A0A078FJG4	
A09p20970.1_BnaDARv10-PA	CDY13116.1	BnaA09g17010D	A0A078FIW4	
A09p20980.1_BnaDARv10-PA	CDY13115.1	BnaA09g17020D	A0A078FFG7	
A09p20990.1_BnaDARv10-PA	CDY13114.1	BnaA09g17030D	A0A078FJF8	
A09p21000.1_BnaDARv10-PA	CDY13113.1	BnaA09g17040D	A0A078FLL1	
A09p21020.1_BnaDARv10-PA	CDY20858.1	BnaC05g26340D	A0A078G884	
A09p21050.1_BnaDARv10-PA	CDY13109.1	BnaA09g17080D	A0A078FJF5	
A09p21060.1_BnaDARv10-PA	CDY60599.1	BnaCnng36540D	A0A078J3S8	
A09p21070.1_BnaDARv10-PA	CDY13107.1	BnaA09g17100D	A0A078FJF6	
A09p21080.1_BnaDARv10-PA	CDY13106.1	BnaA09g17110D	A0A078FIV7	
A09p21090.1_BnaDARv10-PA	CDY13105.1	BnaA09g17120D	A0A078FFF9	
A09p21110.1_BnaDARv10-PA	CDY72547.1	BnaUnng05240D	A0A078K3R1	
A09p21120.1_BnaDARv10-PA	CDY69093.1	BnaCnng61850D	A0A078JNG5	
A09p21130.1_BnaDARv10-PA	CDY13104.1	BnaA09g17130D	A0A078FJE7	
A09p21150.1_BnaDARv10-PA	CDY13102.1	BnaA09g17150D	A0A078FJF1	
A09p21160.1_BnaDARv10-PA	CDY13101.1	BnaA09g17160D	A0A078FIV5	
A09p21180.1_BnaDARv10-PA	CDY13099.1	BnaA09g17180D	A0A078FJE3	
A09p21200.1_BnaDARv10-PA	CDY13098.1	BnaA09g17190D	A0A078FLK0	
A09p21220.1_BnaDARv10-PA	CDY13096.1	BnaA09g17210D	A0A078FIV2	
A09p21230.1_BnaDARv10-PA	CDY13096.1	BnaA09g17210D	A0A078FIV2	
A09p21240.1_BnaDARv10-PA	CDY13095.1	BnaA09g17220D	A0A078FFF0	
A09p21250.1_BnaDARv10-PA	CDY13094.1	BnaA09g17230D	A0A078FJD9	
A09p21260.1_BnaDARv10-PA	CDY13093.1	BnaA09g17240D	A0A078FLJ8	
A09p21300.1_BnaDARv10-PA	CDY13088.1	BnaA09g17290D	A0A078FLJ6	
A09p21410.1_BnaDARv10-PA	CDY13083.1	BnaA09g17340D	A0A078FLJ2	
A09p21420.1_BnaDARv10-PA	CDY13082.1	BnaA09g17350D	A0A078FJD8	
A09p21430.1_BnaDARv10-PA	CDY13081.1	BnaA09g17360D	A0A078FIU2	2.7.4.6
A09p21440.1_BnaDARv10-PA	CDY13080.1	BnaA09g17370D	A0A078FFD7	
A09p21480.1_BnaDARv10-PA	CDY13076.1	BnaA09g17410D	A0A078FIT6	
A09p21490.1_BnaDARv10-PA	CDY13075.1	BnaA09g17420D	A0A078FFD4	
A09p21520.1_BnaDARv10-PA	CDY13071.1	BnaA09g17460D	A0A078FIT5	
A09p21530.1_BnaDARv10-PA	CDY13070.1	BnaA09g17470D	A0A078FFC8	
A09p21550.1_BnaDARv10-PA	CDY13068.1	BnaA09g17490D	A0A078FLI5	
A09p21560.1_BnaDARv10-PA	CDY13067.1	BnaA09g17500D	A0A078FJC7	
A09p21590.1_BnaDARv10-PA	CDY13065.1	BnaA09g17520D	A0A078FFC3	
A09p21600.1_BnaDARv10-PA	CDY13064.1	BnaA09g17530D	A0A078FJB2	
A09p21640.1_BnaDARv10-PA	CDY13063.1	BnaA09g17540D	A0A078FLI3	
A09p21680.1_BnaDARv10-PA	CDY13060.1	BnaA09g17570D	A0A078FFC0	
A09p21690.1_BnaDARv10-PA	CDY13059.1	BnaA09g17580D	A0A078FJA9	
A09p21700.1_BnaDARv10-PA	CDY13058.1	BnaA09g17590D	A0A078FLI0	
A09p21710.1_BnaDARv10-PA	CDY13057.1	BnaA09g17600D	A0A078FJC2	
A09p21720.1_BnaDARv10-PA	CDY13056.1	BnaA09g17610D	A0A078FIS4	
A09p21740.1_BnaDARv10-PA	CDY23123.1	BnaC09g18770D	A0A078GET7	
A09p21760.1_BnaDARv10-PA	CDY13052.1	BnaA09g17650D	A0A078FJB8	
A09p21790.1_BnaDARv10-PA	CDY13049.1	BnaA09g17680D	A0A078FJA3	
A09p21800.1_BnaDARv10-PA	CDY13047.1	BnaA09g17700D	A0A078FJB6	
A09p21820.1_BnaDARv10-PA	CDY13045.1	BnaA09g17720D	A0A078FFA8	
A09p21830.1_BnaDARv10-PA	CDY72609.1	BnaAnng41640D	A0A078K105	
A09p21850.1_BnaDARv10-PA	CDY13044.1	BnaA09g17730D	A0A078FJA0	
A09p21860.1_BnaDARv10-PA	CDY13043.1	BnaA09g17740D	A0A078FLH2	
A09p21870.1_BnaDARv10-PA	CDY13042.1	BnaA09g17750D	A0A078FJB3	5.2.1.8
A09p21880.1_BnaDARv10-PA	CDY23108.1	BnaC09g18620D	A0A078GES2	
A09p21910.1_BnaDARv10-PA	CDY60536.1	BnaAnng16980D	A0A078J3P6	
A09p21950.1_BnaDARv10-PA	CDY52216.1	BnaAnng11390D	A0A078IQN8	
A09p21960.1_BnaDARv10-PA	CDY52215.1	BnaAnng11380D	A0A078IMA1	
A09p21970.1_BnaDARv10-PA	CDY52214.1	BnaAnng11370D	A0A078IRY9	
A09p21980.1_BnaDARv10-PA	CDY52213.1	BnaAnng11360D	A0A078IT41	
A09p21990.1_BnaDARv10-PA	CDY52212.1	BnaAnng11350D	A0A078IQL1	
A09p22020.1_BnaDARv10-PA	CDY68256.1	BnaAnng26640D	A0A078JRI5	
A09p22050.1_BnaDARv10-PA	CDY35141.1	BnaA09g17780D	A0A078HBL8	
A09p22060.1_BnaDARv10-PA	CDY35142.1	BnaA09g17790D	A0A078HBL4	
A09p22080.1_BnaDARv10-PA	CDY69005.1	BnaAnng29100D	A0A078JRF2	
A09p22090.1_BnaDARv10-PA	CDY35144.1	BnaA09g17810D	A0A078HCE0	
A09p22100.1_BnaDARv10-PA	CDY35145.1	BnaA09g17820D	A0A078H9M9	
A09p22110.1_BnaDARv10-PA	CDY35146.1	BnaA09g17830D	A0A078HBM2	
A09p22130.1_BnaDARv10-PA	CDY35147.1	BnaA09g17840D	A0A078HBM0	
A09p22170.1_BnaDARv10-PA	CDY35152.1	BnaA09g17890D	A0A078HBM7	
A09p22200.1_BnaDARv10-PA	CDY35154.1	BnaA09g17910D	A0A078HCF0	
A09p22220.1_BnaDARv10-PA	CDY35156.1	BnaA09g17930D	A0A078HBM8	2.3.1.41
A09p22230.1_BnaDARv10-PA	CDY35157.1	BnaA09g17940D	A0A078HBN0	
A09p22250.1_BnaDARv10-PA	CDY35159.1	BnaA09g17960D	A0A078HCF4	
A09p22330.1_BnaDARv10-PA	CDY35162.1	BnaA09g17990D	A0A078HBN7	
A09p22350.1_BnaDARv10-PA	CDY35164.1	BnaA09g18010D	A0A078HCF9	3.2.2.6
A09p22380.1_BnaDARv10-PA	CDY35167.1	BnaA09g18040D	A0A078HBP3	
A09p22400.1_BnaDARv10-PA	CDY35169.1	BnaA09g18060D	A0A078HCG4	2.1.1.-
A09p22420.1_BnaDARv10-PA	CDY35171.1	BnaA09g18080D	A0A078HBN8	
A09p22430.1_BnaDARv10-PA	CDY35172.1	BnaA09g18090D	A0A078HBQ5	
A09p22440.1_BnaDARv10-PA	CDY35173.1	BnaA09g18100D	A0A078HEE5	
A09p22450.1_BnaDARv10-PA	CDY35174.1	BnaA09g18110D	A0A078HCH0	
A09p22490.1_BnaDARv10-PA	CDY35176.1	BnaA09g18130D	A0A078HBP1	
A09p22500.1_BnaDARv10-PA	CDY35177.1	BnaA09g18140D	A0A078HBQ7	
A09p22510.1_BnaDARv10-PA	CDY35178.1	BnaA09g18150D	A0A078HEF0	
A09p22520.1_BnaDARv10-PA	CDY35179.1	BnaA09g18160D	A0A078HCH5	
A09p22550.1_BnaDARv10-PA	CDY35181.1	BnaA09g18180D	A0A078HBP4	
A09p22560.1_BnaDARv10-PA	CDY35182.1	BnaA09g18190D	A0A078HBR1	
A09p22570.1_BnaDARv10-PA	CDY35183.1	BnaA09g18200D	A0A078HEF5	
A09p22580.1_BnaDARv10-PA	CDY51118.1	BnaA07g37010D	A0A078IPU4	
A09p22590.1_BnaDARv10-PA	CDY59973.1	BnaA09g53560D	A0A078J6C3	
A09p22650.1_BnaDARv10-PA	CDY43457.1	BnaAnng07290D	A0A078I018	
A09p22660.1_BnaDARv10-PA	CDY43456.1	BnaAnng07280D	A0A078I0V5	
A09p22670.1_BnaDARv10-PA	CDY43455.1	BnaAnng07270D	A0A078HY56	
A09p22680.1_BnaDARv10-PA	CDY43454.1	BnaAnng07260D	A0A078I1G6	
A09p22700.1_BnaDARv10-PA	CDY43453.1	BnaAnng07250D	A0A078I2W3	
A09p22710.1_BnaDARv10-PA	CDY43451.1	BnaAnng07230D	A0A078I0U9	
A09p22760.1_BnaDARv10-PA	CDY43449.1	BnaAnng07210D	A0A078I1G2	
A09p22780.1_BnaDARv10-PA	CDY43447.1	BnaAnng07190D	A0A078I006	
A09p22810.1_BnaDARv10-PA	CDY43446.1	BnaAnng07180D	A0A078I0U5	
A09p22820.1_BnaDARv10-PA	CDY43445.1	BnaAnng07170D	A0A078HY46	
A09p22860.1_BnaDARv10-PA	CDY43442.1	BnaAnng07140D	A0A078I001	
A09p22870.1_BnaDARv10-PA	CDY43441.1	BnaAnng07130D	A0A078I0U0	
A09p22880.1_BnaDARv10-PA	CDY43440.1	BnaAnng07120D	A0A078HY41	
A09p22900.1_BnaDARv10-PA	CDY43438.1	BnaAnng07100D	A0A078I2U6	
A09p22910.1_BnaDARv10-PA	CDY43437.1	BnaAnng07090D	A0A078HZZ6	
A09p22920.1_BnaDARv10-PA	CDY40564.1	BnaC02g33280D	A0A078HTE7	
A09p22930.1_BnaDARv10-PA	CDY43435.1	BnaAnng07070D	A0A078HY34	
A09p22940.1_BnaDARv10-PA	CDY25978.1	BnaC09g20090D	A0A078GMX5	
A09p22960.1_BnaDARv10-PA	CDY41042.1	BnaA09g18210D	A0A078HT65	
A09p22980.1_BnaDARv10-PA	CDY41044.1	BnaA09g18230D	A0A078HUN4	3.6.1.13; 3.6.1.22
A09p22990.1_BnaDARv10-PA	CDY41045.1	BnaA09g18240D	A0A078HR58	
A09p23010.1_BnaDARv10-PA	CDY41048.1	BnaA09g18270D	A0A078HWB4	
A09p23020.1_BnaDARv10-PA	CDY41049.1	BnaA09g18280D	A0A078HUN6	
A09p23030.1_BnaDARv10-PA	CDY41050.1	BnaA09g18290D	A0A078HR63	
A09p23040.1_BnaDARv10-PA	CDY41051.1	BnaA09g18300D	A0A078HTP1	
A09p23050.1_BnaDARv10-PA	CDY41052.1	BnaA09g18310D	A0A078HT81	
A09p23060.1_BnaDARv10-PA	CDY41053.1	BnaA09g18320D	A0A078HWB7	
A09p23070.1_BnaDARv10-PA	CDY41054.1	BnaA09g18330D	A0A078HUP1	
A09p23140.1_BnaDARv10-PA	CDY41060.1	BnaA09g18390D	A0A078HR73	
A09p23150.1_BnaDARv10-PA	CDY41061.1	BnaA09g18400D	A0A078HTQ1	
